1996-09-04 00:00:00.000	Magazzini Alimentari Riuniti	1996-08-09 00:00:00.000	Bergamo	MAGAA	1	24100	10275	1996-08-07 00:00:00.000	N/A	Via Ludovico il Moro 22	Italy	1	26.9300
1996-08-22 00:00:00.000	Tortuga Restaurante	1996-08-14 00:00:00.000	MÇxico D.F.	TORTU	3	05033	10276	1996-08-08 00:00:00.000	N/A	Avda. Azteca 123	Mexico	8	13.8400
1996-09-06 00:00:00.000	Morgenstern Gesundkost	1996-08-13 00:00:00.000	Leipzig	MORGK	3	04179	10277	1996-08-09 00:00:00.000	N/A	Heerstr. 22	Germany	2	125.7700
1996-09-09 00:00:00.000	Berglunds snabbkîp	1996-08-16 00:00:00.000	LuleÜ	BERGS	2	S-958 22	10278	1996-08-12 00:00:00.000	N/A	BerguvsvÑgen  8	Sweden	8	92.6900
1996-09-10 00:00:00.000	Lehmanns Marktstand	1996-08-16 00:00:00.000	Frankfurt a.M.	LEHMS	2	60528	10279	1996-08-13 00:00:00.000	N/A	Magazinweg 7	Germany	8	25.8300
1996-09-11 00:00:00.000	Berglunds snabbkîp	1996-09-12 00:00:00.000	LuleÜ	BERGS	1	S-958 22	10280	1996-08-14 00:00:00.000	N/A	BerguvsvÑgen  8	Sweden	2	8.9800
1996-08-28 00:00:00.000	Romero y tomillo	1996-08-21 00:00:00.000	Madrid	ROMEY	1	28001	10281	1996-08-14 00:00:00.000	N/A	Gran V°a, 1	Spain	4	2.9400
1996-09-12 00:00:00.000	Romero y tomillo	1996-08-21 00:00:00.000	Madrid	ROMEY	1	28001	10282	1996-08-15 00:00:00.000	N/A	Gran V°a, 1	Spain	4	12.6900
1996-09-13 00:00:00.000	LILA-Supermercado	1996-08-23 00:00:00.000	Barquisimeto	LILAS	3	3508	10283	1996-08-16 00:00:00.000	Lara	Carrera 52 con Ave. Bol°var #65-98 Llano Largo	Venezuela	3	84.8100
1996-09-16 00:00:00.000	Lehmanns Marktstand	1996-08-27 00:00:00.000	Frankfurt a.M.	LEHMS	1	60528	10284	1996-08-19 00:00:00.000	N/A	Magazinweg 7	Germany	4	76.5600
1996-09-17 00:00:00.000	QUICK-Stop	1996-08-26 00:00:00.000	Cunewalde	QUICK	2	01307	10285	1996-08-20 00:00:00.000	N/A	Taucherstra·e 10	Germany	1	76.8300
1996-09-18 00:00:00.000	QUICK-Stop	1996-08-30 00:00:00.000	Cunewalde	QUICK	3	01307	10286	1996-08-21 00:00:00.000	N/A	Taucherstra·e 10	Germany	8	229.2400
1996-09-19 00:00:00.000	Ricardo Adocicados	1996-08-28 00:00:00.000	Rio de Janeiro	RICAR	3	02389-890	10287	1996-08-22 00:00:00.000	RJ	Av. Copacabana, 267	Brazil	8	12.7600
1996-09-20 00:00:00.000	Reggiani Caseifici	1996-09-03 00:00:00.000	Reggio Emilia	REGGC	1	42100	10288	1996-08-23 00:00:00.000	N/A	Strada Provinciale 124	Italy	4	7.4500
1996-09-23 00:00:00.000	B's Beverages	1996-08-28 00:00:00.000	London	BSBEV	3	EC2 5NT	10289	1996-08-26 00:00:00.000	N/A	Fauntleroy Circus	UK	7	22.7700
1996-09-24 00:00:00.000	ComÇrcio Mineiro	1996-09-03 00:00:00.000	Sao Paulo	COMMI	1	05432-043	10290	1996-08-27 00:00:00.000	SP	Av. dos Lus°adas, 23	Brazil	8	79.7000
1996-09-24 00:00:00.000	Que Del°cia	1996-09-04 00:00:00.000	Rio de Janeiro	QUEDE	2	02389-673	10291	1996-08-27 00:00:00.000	RJ	Rua da Panificadora, 12	Brazil	6	6.4000
1996-09-25 00:00:00.000	Tradiáao Hipermercados	1996-09-02 00:00:00.000	Sao Paulo	TRADH	2	05634-030	10292	1996-08-28 00:00:00.000	SP	Av. Inàs de Castro, 414	Brazil	1	1.3500
1996-09-26 00:00:00.000	Tortuga Restaurante	1996-09-11 00:00:00.000	MÇxico D.F.	TORTU	3	05033	10293	1996-08-29 00:00:00.000	N/A	Avda. Azteca 123	Mexico	1	21.1800
1996-09-27 00:00:00.000	Rattlesnake Canyon Grocery	1996-09-05 00:00:00.000	Albuquerque	RATTC	2	87110	10294	1996-08-30 00:00:00.000	NM	2817 Milton Dr.	USA	4	147.2600
1996-09-30 00:00:00.000	Vins et alcools Chevalier	1996-09-10 00:00:00.000	Reims	VINET	2	51100	10295	1996-09-02 00:00:00.000	N/A	59 rue de l'Abbaye	France	2	1.1500
1996-10-01 00:00:00.000	LILA-Supermercado	1996-09-11 00:00:00.000	Barquisimeto	LILAS	1	3508	10296	1996-09-03 00:00:00.000	Lara	Carrera 52 con Ave. Bol°var #65-98 Llano Largo	Venezuela	6	.1200
1996-10-16 00:00:00.000	Blondel päre et fils	1996-09-10 00:00:00.000	Strasbourg	BLONP	2	67000	10297	1996-09-04 00:00:00.000	N/A	24, place KlÇber	France	5	5.7400
1996-10-03 00:00:00.000	Hungry Owl All-Night Grocers	1996-09-11 00:00:00.000	Cork	HUNGO	2	N/A	10298	1996-09-05 00:00:00.000	Co. Cork	8 Johnstown Road	Ireland	6	168.2200
1996-10-04 00:00:00.000	Ricardo Adocicados	1996-09-13 00:00:00.000	Rio de Janeiro	RICAR	2	02389-890	10299	1996-09-06 00:00:00.000	RJ	Av. Copacabana, 267	Brazil	4	29.7600
1996-10-07 00:00:00.000	Magazzini Alimentari Riuniti	1996-09-18 00:00:00.000	Bergamo	MAGAA	2	24100	10300	1996-09-09 00:00:00.000	N/A	Via Ludovico il Moro 22	Italy	2	17.6800
1996-10-07 00:00:00.000	Die Wandernde Kuh	1996-09-17 00:00:00.000	Stuttgart	WANDK	2	70563	10301	1996-09-09 00:00:00.000	N/A	Adenauerallee 900	Germany	8	45.0800
1996-10-08 00:00:00.000	Supràmes dÇlices	1996-10-09 00:00:00.000	Charleroi	SUPRD	2	B-6000	10302	1996-09-10 00:00:00.000	N/A	Boulevard Tirou, 255	Belgium	4	6.2700
1996-10-09 00:00:00.000	Godos Cocina T°pica	1996-09-18 00:00:00.000	Sevilla	GODOS	2	41101	10303	1996-09-11 00:00:00.000	N/A	C/ Romero, 33	Spain	7	107.8300
1996-10-10 00:00:00.000	Tortuga Restaurante	1996-09-17 00:00:00.000	MÇxico D.F.	TORTU	2	05033	10304	1996-09-12 00:00:00.000	N/A	Avda. Azteca 123	Mexico	1	63.7900
1996-10-11 00:00:00.000	Old World Delicatessen	1996-10-09 00:00:00.000	Anchorage	OLDWO	3	99508	10305	1996-09-13 00:00:00.000	AK	2743 Bering St.	USA	8	257.6200
1996-10-14 00:00:00.000	Romero y tomillo	1996-09-23 00:00:00.000	Madrid	ROMEY	3	28001	10306	1996-09-16 00:00:00.000	N/A	Gran V°a, 1	Spain	1	7.5600
1996-10-15 00:00:00.000	Lonesome Pine Restaurant	1996-09-25 00:00:00.000	Portland	LONEP	2	97219	10307	1996-09-17 00:00:00.000	OR	89 Chiaroscuro Rd.	USA	2	.5600
1996-10-16 00:00:00.000	Ana Trujillo Emparedados y helados	1996-09-24 00:00:00.000	MÇxico D.F.	ANATR	3	05021	10308	1996-09-18 00:00:00.000	N/A	Avda. de la Constituci¢n 2222	Mexico	7	1.6100
1996-10-17 00:00:00.000	Hungry Owl All-Night Grocers	1996-10-23 00:00:00.000	Cork	HUNGO	1	N/A	10309	1996-09-19 00:00:00.000	Co. Cork	8 Johnstown Road	Ireland	3	47.3000
1996-10-18 00:00:00.000	The Big Cheese	1996-09-27 00:00:00.000	Portland	THEBI	2	97201	10310	1996-09-20 00:00:00.000	OR	89 Jefferson Way Suite 2	USA	8	17.5200
1996-10-04 00:00:00.000	Du monde entier	1996-09-26 00:00:00.000	Nantes	DUMON	3	44000	10311	1996-09-20 00:00:00.000	N/A	67, rue des Cinquante Otages	France	1	24.6900
1996-10-21 00:00:00.000	Die Wandernde Kuh	1996-10-03 00:00:00.000	Stuttgart	WANDK	2	70563	10312	1996-09-23 00:00:00.000	N/A	Adenauerallee 900	Germany	2	40.2600
1996-10-22 00:00:00.000	QUICK-Stop	1996-10-04 00:00:00.000	Cunewalde	QUICK	2	01307	10313	1996-09-24 00:00:00.000	N/A	Taucherstra·e 10	Germany	2	1.9600
1996-10-23 00:00:00.000	Rattlesnake Canyon Grocery	1996-10-04 00:00:00.000	Albuquerque	RATTC	2	87110	10314	1996-09-25 00:00:00.000	NM	2817 Milton Dr.	USA	1	74.1600
1996-10-24 00:00:00.000	Island Trading	1996-10-03 00:00:00.000	Cowes	ISLAT	2	PO31 7PJ	10315	1996-09-26 00:00:00.000	Isle of Wight	Garden House Crowther Way	UK	4	41.7600
1996-10-25 00:00:00.000	Rattlesnake Canyon Grocery	1996-10-08 00:00:00.000	Albuquerque	RATTC	3	87110	10316	1996-09-27 00:00:00.000	NM	2817 Milton Dr.	USA	1	150.1500
1996-10-28 00:00:00.000	Lonesome Pine Restaurant	1996-10-10 00:00:00.000	Portland	LONEP	1	97219	10317	1996-09-30 00:00:00.000	OR	89 Chiaroscuro Rd.	USA	6	12.6900
1996-10-29 00:00:00.000	Island Trading	1996-10-04 00:00:00.000	Cowes	ISLAT	2	PO31 7PJ	10318	1996-10-01 00:00:00.000	Isle of Wight	Garden House Crowther Way	UK	8	4.7300
1996-10-30 00:00:00.000	Tortuga Restaurante	1996-10-11 00:00:00.000	MÇxico D.F.	TORTU	3	05033	10319	1996-10-02 00:00:00.000	N/A	Avda. Azteca 123	Mexico	7	64.5000
1996-10-17 00:00:00.000	Wartian Herkku	1996-10-18 00:00:00.000	Oulu	WARTH	3	90110	10320	1996-10-03 00:00:00.000	N/A	Torikatu 38	Finland	5	34.5700
1996-10-31 00:00:00.000	Island Trading	1996-10-11 00:00:00.000	Cowes	ISLAT	2	PO31 7PJ	10321	1996-10-03 00:00:00.000	Isle of Wight	Garden House Crowther Way	UK	3	3.4300
1996-11-01 00:00:00.000	Pericles Comidas cl†sicas	1996-10-23 00:00:00.000	MÇxico D.F.	PERIC	3	05033	10322	1996-10-04 00:00:00.000	N/A	Calle Dr. Jorge Cash 321	Mexico	7	.4000
1996-11-04 00:00:00.000	Kîniglich Essen	1996-10-14 00:00:00.000	Brandenburg	KOENE	1	14776	10323	1996-10-07 00:00:00.000	N/A	Maubelstr. 90	Germany	4	4.8800
1996-11-05 00:00:00.000	Save-a-lot Markets	1996-10-10 00:00:00.000	Boise	SAVEA	1	83720	10324	1996-10-08 00:00:00.000	ID	187 Suffolk Ln.	USA	9	214.2700
1996-10-23 00:00:00.000	Kîniglich Essen	1996-10-14 00:00:00.000	Brandenburg	KOENE	3	14776	10325	1996-10-09 00:00:00.000	N/A	Maubelstr. 90	Germany	1	64.8600
1996-11-07 00:00:00.000	B¢lido Comidas preparadas	1996-10-14 00:00:00.000	Madrid	BOLID	2	28023	10326	1996-10-10 00:00:00.000	N/A	C/ Araquil, 67	Spain	4	77.9200
1996-11-08 00:00:00.000	Folk och fÑ HB	1996-10-14 00:00:00.000	BrÑcke	FOLKO	1	S-844 67	10327	1996-10-11 00:00:00.000	N/A	èkergatan 24	Sweden	2	63.3600
1996-11-11 00:00:00.000	Furia Bacalhau e Frutos do Mar	1996-10-17 00:00:00.000	Lisboa	FURIB	3	1675	10328	1996-10-14 00:00:00.000	N/A	Jardim das rosas n. 32	Portugal	4	87.0300
1996-11-26 00:00:00.000	Split Rail Beer & Ale	1996-10-23 00:00:00.000	Lander	SPLIR	2	82520	10329	1996-10-15 00:00:00.000	WY	P.O. Box 555	USA	4	191.6700
1996-11-13 00:00:00.000	LILA-Supermercado	1996-10-28 00:00:00.000	Barquisimeto	LILAS	1	3508	10330	1996-10-16 00:00:00.000	Lara	Carrera 52 con Ave. Bol°var #65-98 Llano Largo	Venezuela	3	12.7500
1996-11-27 00:00:00.000	Bon app'	1996-10-21 00:00:00.000	Marseille	BONAP	1	13008	10331	1996-10-16 00:00:00.000	N/A	12, rue des Bouchers	France	9	10.1900
1996-11-28 00:00:00.000	Märe Paillarde	1996-10-21 00:00:00.000	MontrÇal	MEREP	2	H1J 1C3	10332	1996-10-17 00:00:00.000	QuÇbec	43 rue St. Laurent	Canada	3	52.8400
1996-11-15 00:00:00.000	Wartian Herkku	1996-10-25 00:00:00.000	Oulu	WARTH	3	90110	10333	1996-10-18 00:00:00.000	N/A	Torikatu 38	Finland	5	.5900
1996-11-18 00:00:00.000	Victuailles en stock	1996-10-28 00:00:00.000	Lyon	VICTE	2	69004	10334	1996-10-21 00:00:00.000	N/A	2, rue du Commerce	France	8	8.5600
1996-11-19 00:00:00.000	Hungry Owl All-Night Grocers	1996-10-24 00:00:00.000	Cork	HUNGO	2	N/A	10335	1996-10-22 00:00:00.000	Co. Cork	8 Johnstown Road	Ireland	7	42.1100
1996-11-20 00:00:00.000	Princesa Isabel Vinhos	1996-10-25 00:00:00.000	Lisboa	PRINI	2	1756	10336	1996-10-23 00:00:00.000	N/A	Estrada da sa£de n. 58	Portugal	7	15.5100
1996-11-21 00:00:00.000	Frankenversand	1996-10-29 00:00:00.000	MÅnchen	FRANK	3	80805	10337	1996-10-24 00:00:00.000	N/A	Berliner Platz 43	Germany	4	108.2600
1996-11-22 00:00:00.000	Old World Delicatessen	1996-10-29 00:00:00.000	Anchorage	OLDWO	3	99508	10338	1996-10-25 00:00:00.000	AK	2743 Bering St.	USA	4	84.2100
1996-11-25 00:00:00.000	Märe Paillarde	1996-11-04 00:00:00.000	MontrÇal	MEREP	2	H1J 1C3	10339	1996-10-28 00:00:00.000	QuÇbec	43 rue St. Laurent	Canada	2	15.6600
1996-11-26 00:00:00.000	Bon app'	1996-11-08 00:00:00.000	Marseille	BONAP	3	13008	10340	1996-10-29 00:00:00.000	N/A	12, rue des Bouchers	France	1	166.3100
1996-11-26 00:00:00.000	Simons bistro	1996-11-05 00:00:00.000	Kobenhavn	SIMOB	3	1734	10341	1996-10-29 00:00:00.000	N/A	Vinbëltet 34	Denmark	7	26.7800
1996-11-13 00:00:00.000	Frankenversand	1996-11-04 00:00:00.000	MÅnchen	FRANK	2	80805	10342	1996-10-30 00:00:00.000	N/A	Berliner Platz 43	Germany	4	54.8300
1996-11-28 00:00:00.000	Lehmanns Marktstand	1996-11-06 00:00:00.000	Frankfurt a.M.	LEHMS	1	60528	10343	1996-10-31 00:00:00.000	N/A	Magazinweg 7	Germany	4	110.3700
1996-11-29 00:00:00.000	White Clover Markets	1996-11-05 00:00:00.000	Seattle	WHITC	2	98124	10344	1996-11-01 00:00:00.000	WA	1029 - 12th Ave. S.	USA	4	23.2900
1996-12-02 00:00:00.000	QUICK-Stop	1996-11-11 00:00:00.000	Cunewalde	QUICK	2	01307	10345	1996-11-04 00:00:00.000	N/A	Taucherstra·e 10	Germany	2	249.0600
1996-12-17 00:00:00.000	Rattlesnake Canyon Grocery	1996-11-08 00:00:00.000	Albuquerque	RATTC	3	87110	10346	1996-11-05 00:00:00.000	NM	2817 Milton Dr.	USA	3	142.0800
1996-12-04 00:00:00.000	Familia Arquibaldo	1996-11-08 00:00:00.000	Sao Paulo	FAMIA	3	05442-030	10347	1996-11-06 00:00:00.000	SP	Rua Or¢s, 92	Brazil	4	3.1000
1996-12-05 00:00:00.000	Die Wandernde Kuh	1996-11-15 00:00:00.000	Stuttgart	WANDK	2	70563	10348	1996-11-07 00:00:00.000	N/A	Adenauerallee 900	Germany	4	.7800
1996-12-06 00:00:00.000	Split Rail Beer & Ale	1996-11-15 00:00:00.000	Lander	SPLIR	1	82520	10349	1996-11-08 00:00:00.000	WY	P.O. Box 555	USA	7	8.6300
1996-12-09 00:00:00.000	La maison d'Asie	1996-12-03 00:00:00.000	Toulouse	LAMAI	2	31000	10350	1996-11-11 00:00:00.000	N/A	1 rue Alsace-Lorraine	France	6	64.1900
1996-12-09 00:00:00.000	Ernst Handel	1996-11-20 00:00:00.000	Graz	ERNSH	1	8010	10351	1996-11-11 00:00:00.000	N/A	Kirchgasse 6	Austria	1	162.3300
1996-11-26 00:00:00.000	Furia Bacalhau e Frutos do Mar	1996-11-18 00:00:00.000	Lisboa	FURIB	3	1675	10352	1996-11-12 00:00:00.000	N/A	Jardim das rosas n. 32	Portugal	3	1.3000
1996-12-11 00:00:00.000	Piccolo und mehr	1996-11-25 00:00:00.000	Salzburg	PICCO	3	5020	10353	1996-11-13 00:00:00.000	N/A	Geislweg 14	Austria	7	360.6300
1996-12-12 00:00:00.000	Pericles Comidas cl†sicas	1996-11-20 00:00:00.000	MÇxico D.F.	PERIC	3	05033	10354	1996-11-14 00:00:00.000	N/A	Calle Dr. Jorge Cash 321	Mexico	8	53.8000
1996-12-13 00:00:00.000	Around the Horn	1996-11-20 00:00:00.000	Colchester	AROUT	1	CO7 6JX	10355	1996-11-15 00:00:00.000	Essex	Brook Farm Stratford St. Mary	UK	6	41.9500
1996-12-16 00:00:00.000	Die Wandernde Kuh	1996-11-27 00:00:00.000	Stuttgart	WANDK	2	70563	10356	1996-11-18 00:00:00.000	N/A	Adenauerallee 900	Germany	6	36.7100
1996-12-17 00:00:00.000	LILA-Supermercado	1996-12-02 00:00:00.000	Barquisimeto	LILAS	3	3508	10357	1996-11-19 00:00:00.000	Lara	Carrera 52 con Ave. Bol°var #65-98 Llano Largo	Venezuela	1	34.8800
1996-12-18 00:00:00.000	La maison d'Asie	1996-11-27 00:00:00.000	Toulouse	LAMAI	1	31000	10358	1996-11-20 00:00:00.000	N/A	1 rue Alsace-Lorraine	France	5	19.6400
1996-12-19 00:00:00.000	Seven Seas Imports	1996-11-26 00:00:00.000	London	SEVES	3	OX15 4NB	10359	1996-11-21 00:00:00.000	N/A	90 Wadhurst Rd.	UK	5	288.4300
1996-12-20 00:00:00.000	Blondel päre et fils	1996-12-02 00:00:00.000	Strasbourg	BLONP	3	67000	10360	1996-11-22 00:00:00.000	N/A	24, place KlÇber	France	4	131.7000
1996-12-20 00:00:00.000	QUICK-Stop	1996-12-03 00:00:00.000	Cunewalde	QUICK	2	01307	10361	1996-11-22 00:00:00.000	N/A	Taucherstra·e 10	Germany	1	183.1700
1996-12-23 00:00:00.000	Bon app'	1996-11-28 00:00:00.000	Marseille	BONAP	1	13008	10362	1996-11-25 00:00:00.000	N/A	12, rue des Bouchers	France	3	96.0400
1996-12-24 00:00:00.000	Drachenblut Delikatessen	1996-12-04 00:00:00.000	Aachen	DRACD	3	52066	10363	1996-11-26 00:00:00.000	N/A	Walserweg 21	Germany	4	30.5400
1997-01-07 00:00:00.000	Eastern Connection	1996-12-04 00:00:00.000	London	EASTC	1	WX3 6FW	10364	1996-11-26 00:00:00.000	N/A	35 King George	UK	1	71.9700
1996-12-25 00:00:00.000	Antonio Moreno Taquer°a	1996-12-02 00:00:00.000	MÇxico D.F.	ANTON	2	05023	10365	1996-11-27 00:00:00.000	N/A	Mataderos  2312	Mexico	3	22.0000
1997-01-09 00:00:00.000	Galer°a del gastron¢mo	1996-12-30 00:00:00.000	Barcelona	GALED	2	8022	10366	1996-11-28 00:00:00.000	N/A	Rambla de Catalu§a, 23	Spain	8	10.1400
1996-12-26 00:00:00.000	Vaffeljernet	1996-12-02 00:00:00.000	èrhus	VAFFE	3	8200	10367	1996-11-28 00:00:00.000	N/A	Smagsloget 45	Denmark	7	13.5500
1996-12-27 00:00:00.000	Ernst Handel	1996-12-02 00:00:00.000	Graz	ERNSH	2	8010	10368	1996-11-29 00:00:00.000	N/A	Kirchgasse 6	Austria	2	101.9500
1996-12-30 00:00:00.000	Split Rail Beer & Ale	1996-12-09 00:00:00.000	Lander	SPLIR	2	82520	10369	1996-12-02 00:00:00.000	WY	P.O. Box 555	USA	8	195.6800
1996-12-31 00:00:00.000	Chop-suey Chinese	1996-12-27 00:00:00.000	Bern	CHOPS	2	3012	10370	1996-12-03 00:00:00.000	N/A	Hauptstr. 31	Switzerland	6	1.1700
1996-12-31 00:00:00.000	La maison d'Asie	1996-12-24 00:00:00.000	Toulouse	LAMAI	1	31000	10371	1996-12-03 00:00:00.000	N/A	1 rue Alsace-Lorraine	France	1	.4500
1997-01-01 00:00:00.000	Queen Cozinha	1996-12-09 00:00:00.000	Sao Paulo	QUEEN	2	05487-020	10372	1996-12-04 00:00:00.000	SP	Alameda dos CanÖrios, 891	Brazil	5	890.7800
1997-01-02 00:00:00.000	Hungry Owl All-Night Grocers	1996-12-11 00:00:00.000	Cork	HUNGO	3	N/A	10373	1996-12-05 00:00:00.000	Co. Cork	8 Johnstown Road	Ireland	4	124.1200
1997-01-02 00:00:00.000	Wolski Zajazd	1996-12-09 00:00:00.000	Warszawa	WOLZA	3	01-012	10374	1996-12-05 00:00:00.000	N/A	ul. Filtrowa 68	Poland	1	3.9400
1997-01-03 00:00:00.000	Hungry Coyote Import Store	1996-12-09 00:00:00.000	Elgin	HUNGC	2	97827	10375	1996-12-06 00:00:00.000	OR	City Center Plaza 516 Main St.	USA	3	20.1200
1997-01-06 00:00:00.000	Märe Paillarde	1996-12-13 00:00:00.000	MontrÇal	MEREP	2	H1J 1C3	10376	1996-12-09 00:00:00.000	QuÇbec	43 rue St. Laurent	Canada	1	20.3900
1997-01-06 00:00:00.000	Seven Seas Imports	1996-12-13 00:00:00.000	London	SEVES	3	OX15 4NB	10377	1996-12-09 00:00:00.000	N/A	90 Wadhurst Rd.	UK	1	22.2100
1997-01-07 00:00:00.000	Folk och fÑ HB	1996-12-19 00:00:00.000	BrÑcke	FOLKO	3	S-844 67	10378	1996-12-10 00:00:00.000	N/A	èkergatan 24	Sweden	5	5.4400
1997-01-08 00:00:00.000	Que Del°cia	1996-12-13 00:00:00.000	Rio de Janeiro	QUEDE	1	02389-673	10379	1996-12-11 00:00:00.000	RJ	Rua da Panificadora, 12	Brazil	2	45.0300
1997-01-09 00:00:00.000	Hungry Owl All-Night Grocers	1997-01-16 00:00:00.000	Cork	HUNGO	3	N/A	10380	1996-12-12 00:00:00.000	Co. Cork	8 Johnstown Road	Ireland	8	35.0300
1997-01-09 00:00:00.000	LILA-Supermercado	1996-12-13 00:00:00.000	Barquisimeto	LILAS	3	3508	10381	1996-12-12 00:00:00.000	Lara	Carrera 52 con Ave. Bol°var #65-98 Llano Largo	Venezuela	3	7.9900
1997-01-10 00:00:00.000	Ernst Handel	1996-12-16 00:00:00.000	Graz	ERNSH	1	8010	10382	1996-12-13 00:00:00.000	N/A	Kirchgasse 6	Austria	4	94.7700
