39	60.00	53.2035	60	60.00	3192.2100	18	.00	494	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
40	60.00	63.6930	60	60.00	3821.5800	18	.00	495	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
41	60.00	48.9090	60	60.00	2934.5400	18	.00	496	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
42	550.00	21.0945	550	550.00	11601.9750	19	.00	908	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
43	550.00	30.4395	550	550.00	16741.7250	19	.00	909	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
44	550.00	40.9395	550	550.00	22516.7250	19	.00	910	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
45	550.00	21.0945	550	550.00	11601.9750	19	.00	911	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
46	550.00	30.4395	550	550.00	16741.7250	19	.00	912	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
47	60.00	9.1980	60	60.00	551.8800	20	.00	506	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
48	550.00	5.7750	550	550.00	3176.2500	21	.00	351	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
49	550.00	1.1550	550	550.00	635.2500	21	.00	352	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
50	523.00	5.7750	550	550.00	3176.2500	21	27.00	679	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
51	468.00	23.3940	550	550.00	12866.7000	22	82.00	507	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
52	550.00	27.6465	550	550.00	15205.5750	22	.00	508	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
53	550.00	1.3650	550	550.00	750.7500	23	.00	355	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
54	550.00	62.9895	550	550.00	34644.2250	23	.00	940	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
55	550.00	3.4860	550	550.00	1917.3000	23	.00	535	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
56	.00	6.1950	550	550.00	3407.2500	24	550.00	351	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
57	.00	1.4700	550	550.00	808.5000	24	550.00	352	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
58	550.00	22.1655	550	550.00	12191.0250	25	.00	507	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
59	523.00	29.2845	550	523.00	16106.4750	25	.00	508	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
60	3.00	19.9815	3	3.00	59.9445	26	.00	491	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
61	3.00	41.1705	3	3.00	123.5115	27	.00	341	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
62	3.00	39.0705	3	3.00	117.2115	27	.00	342	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
63	3.00	43.3440	3	3.00	130.0320	27	.00	343	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
64	3.00	39.0705	3	3.00	117.2115	27	.00	344	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
65	3.00	36.9705	3	3.00	110.9115	27	.00	345	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
66	3.00	41.2440	3	3.00	123.7320	27	.00	346	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
67	550.00	31.4895	550	550.00	17319.2250	28	.00	935	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
68	550.00	48.2895	550	550.00	26559.2250	28	.00	936	2011-12-29 00:00:00.000	2011-12-22 00:00:00.000
69	3.00	43.3440	3	3.00	130.0320	29	.00	375	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
70	3.00	39.0705	3	3.00	117.2115	29	.00	376	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
71	3.00	36.9705	3	3.00	110.9115	29	.00	377	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
72	3.00	41.2440	3	3.00	123.7320	29	.00	378	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
73	3.00	36.9705	3	3.00	110.9115	29	.00	379	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
74	550.00	15.8865	550	550.00	8737.5750	30	.00	476	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
75	495.00	11.6655	550	550.00	6416.0250	30	55.00	477	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
76	550.00	11.0880	550	550.00	6098.4000	30	.00	478	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
77	3.00	47.4705	3	3.00	142.4115	31	.00	402	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
78	468.00	23.0790	550	550.00	12693.4500	32	82.00	510	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
79	550.00	29.2740	550	550.00	16100.7000	32	.00	511	2012-01-22 00:00:00.000	2012-01-15 00:00:00.000
80	3.00	45.3705	3	3.00	136.1115	33	.00	403	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
81	3.00	49.6440	3	3.00	148.9320	33	.00	404	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
82	3.00	45.3705	3	3.00	136.1115	33	.00	405	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
83	.00	2.3205	550	550.00	1276.2750	34	550.00	525	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
84	550.00	3.6435	550	550.00	2003.9250	35	.00	526	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
85	468.00	21.0945	550	468.00	11601.9750	36	.00	908	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
86	550.00	30.4395	550	550.00	16741.7250	36	.00	909	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
87	550.00	40.9395	550	550.00	22516.7250	36	.00	913	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
88	60.00	3.6015	60	60.00	216.0900	37	.00	356	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
89	60.00	3.9795	60	60.00	238.7700	37	.00	357	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
90	550.00	31.4895	550	550.00	17319.2250	38	.00	935	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
91	550.00	48.2895	550	550.00	26559.2250	38	.00	936	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
92	550.00	12.9675	550	550.00	7132.1250	39	.00	524	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
93	550.00	21.0945	550	550.00	11601.9750	40	.00	911	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
94	495.00	30.4395	550	550.00	16741.7250	40	55.00	912	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
95	550.00	40.9395	550	550.00	22516.7250	41	.00	910	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
96	468.00	62.9895	550	550.00	34644.2250	42	82.00	937	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
97	3.00	47.5230	3	3.00	142.5690	43	.00	463	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
98	3.00	45.4230	3	3.00	136.2690	43	.00	464	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
99	3.00	49.6965	3	3.00	149.0895	43	.00	465	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
100	.00	47.6805	3	3.00	143.0415	44	3.00	462	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
101	550.00	23.4045	550	550.00	12872.4750	45	.00	510	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
102	523.00	27.8670	550	523.00	15326.8500	45	.00	511	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
103	468.00	6.7515	550	468.00	3713.3250	46	.00	527	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
104	550.00	31.4895	550	550.00	17319.2250	47	.00	938	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
105	550.00	48.2895	550	550.00	26559.2250	47	.00	939	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
106	550.00	36.2775	550	550.00	19952.6250	47	.00	509	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
107	60.00	50.7465	60	60.00	3044.7900	48	.00	492	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
108	60.00	58.2645	60	60.00	3495.8700	48	.00	493	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
109	60.00	50.7465	60	60.00	3044.7900	48	.00	494	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
110	60.00	62.9265	60	60.00	3775.5900	48	.00	495	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
111	60.00	49.6545	60	60.00	2979.2700	48	.00	496	2012-01-30 00:00:00.000	2012-01-23 00:00:00.000
112	550.00	10.3845	550	550.00	5711.4750	49	.00	523	2012-02-03 00:00:00.000	2012-01-27 00:00:00.000
113	3.00	47.6805	3	3.00	143.0415	50	.00	422	2012-02-03 00:00:00.000	2012-01-27 00:00:00.000
114	3.00	45.5805	3	3.00	136.7415	50	.00	423	2012-02-03 00:00:00.000	2012-01-27 00:00:00.000
115	3.00	49.8540	3	3.00	149.5620	50	.00	424	2012-02-03 00:00:00.000	2012-01-27 00:00:00.000
116	3.00	12.7155	3	3.00	38.1465	51	.00	490	2012-02-03 00:00:00.000	2012-01-27 00:00:00.000
117	3.00	19.9395	3	3.00	59.8185	51	.00	491	2012-02-03 00:00:00.000	2012-01-27 00:00:00.000
118	3.00	38.1570	3	3.00	114.4710	52	.00	528	2012-02-03 00:00:00.000	2012-01-27 00:00:00.000
119	3.00	44.2155	3	3.00	132.6465	53	.00	505	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
120	.00	31.4895	550	550.00	17319.2250	54	550.00	938	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
121	.00	48.2895	550	550.00	26559.2250	54	550.00	939	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
122	60.00	6.9825	60	60.00	418.9500	55	.00	358	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
123	3.00	43.2705	3	3.00	129.8115	56	.00	375	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
124	3.00	47.5440	3	3.00	142.6320	56	.00	376	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
125	3.00	43.2705	3	3.00	129.8115	56	.00	377	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
126	3.00	41.1705	3	3.00	123.5115	56	.00	378	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
127	60.00	3.3810	60	60.00	202.8600	57	.00	356	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
128	60.00	4.3155	60	60.00	258.9300	57	.00	357	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
129	3.00	43.2705	3	3.00	129.8115	58	.00	375	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
130	3.00	41.1705	3	3.00	123.5115	58	.00	376	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
131	3.00	45.4440	3	3.00	136.3320	58	.00	377	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
132	3.00	41.1705	3	3.00	123.5115	58	.00	378	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
133	3.00	39.0705	3	3.00	117.2115	58	.00	379	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
134	3.00	12.3585	3	3.00	37.0755	59	.00	490	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
135	550.00	39.1965	550	550.00	21558.0750	60	.00	513	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
136	3.00	45.4440	3	3.00	136.3320	61	.00	403	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
137	3.00	41.1705	3	3.00	123.5115	61	.00	404	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
138	3.00	39.0705	3	3.00	117.2115	61	.00	405	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
139	3.00	43.3440	3	3.00	130.0320	61	.00	406	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
140	468.00	34.8705	550	550.00	19178.7750	62	82.00	931	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
141	550.00	39.7635	550	550.00	21869.9250	62	.00	932	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
142	3.00	47.6805	3	3.00	143.0415	63	.00	422	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
143	3.00	45.5805	3	3.00	136.7415	63	.00	423	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
144	3.00	49.8540	3	3.00	149.5620	63	.00	424	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
145	.00	47.5755	3	3.00	142.7265	64	3.00	341	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
146	.00	45.4755	3	3.00	136.4265	64	3.00	342	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
147	550.00	34.3455	550	550.00	18890.0250	65	.00	931	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
148	523.00	39.2385	550	523.00	21581.1750	65	.00	932	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
149	3.00	47.4705	3	3.00	142.4115	66	.00	341	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
150	3.00	45.3705	3	3.00	136.1115	66	.00	342	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
151	3.00	49.6440	3	3.00	148.9320	66	.00	343	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
152	3.00	45.3705	3	3.00	136.1115	66	.00	344	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
153	550.00	32.7705	550	550.00	18023.7750	67	.00	928	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
154	550.00	37.0860	550	550.00	20397.3000	67	.00	929	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
155	550.00	43.0395	550	550.00	23671.7250	67	.00	930	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
156	550.00	10.8150	550	550.00	5948.2500	68	.00	332	2012-02-07 00:00:00.000	2012-01-31 00:00:00.000
157	550.00	82.8345	550	550.00	45558.9750	69	.00	948	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
158	550.00	82.8345	550	550.00	45558.9750	69	.00	907	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
159	1250.00	.2100	1250	1250.00	262.5000	70	.00	325	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
160	1125.00	.2100	1250	1250.00	262.5000	70	125.00	326	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
161	3.00	49.6440	3	3.00	148.9320	71	.00	320	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
162	3.00	44.3205	3	3.00	132.9615	71	.00	321	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
163	57.00	28.6965	60	60.00	1721.7900	71	3.00	322	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
164	468.00	42.5145	550	550.00	23382.9750	72	82.00	930	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
165	550.00	5.5860	550	550.00	3072.3000	72	.00	921	2012-02-08 00:00:00.000	2012-02-01 00:00:00.000
166	60.00	15.7395	60	60.00	944.3700	73	.00	952	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
167	.00	43.4595	550	550.00	23902.7250	74	550.00	933	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
168	.00	37.6215	550	550.00	20691.8250	74	550.00	934	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
169	550.00	29.5785	550	550.00	16268.1750	75	.00	317	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
170	523.00	36.0990	550	523.00	19854.4500	75	.00	318	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
171	550.00	48.5835	550	550.00	26720.9250	75	.00	319	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
172	468.00	32.2455	550	468.00	17735.0250	76	.00	928	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
173	550.00	36.5610	550	550.00	20108.5500	76	.00	929	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
174	550.00	46.4205	550	550.00	25531.2750	77	.00	319	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
175	3.00	47.5230	3	3.00	142.5690	78	.00	359	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
176	3.00	45.4230	3	3.00	136.2690	78	.00	360	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
177	3.00	49.6965	3	3.00	149.0895	78	.00	361	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
178	3.00	45.4230	3	3.00	136.2690	78	.00	362	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
179	3.00	43.3230	3	3.00	129.9690	78	.00	363	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
180	3.00	41.9160	3	3.00	125.7480	79	.00	2	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
181	3.00	50.2635	3	3.00	150.7905	80	.00	1	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
182	3.00	49.8540	3	3.00	149.5620	81	.00	361	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
183	3.00	45.5805	3	3.00	136.7415	81	.00	362	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
184	3.00	43.4805	3	3.00	130.4415	81	.00	363	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
185	3.00	47.7540	3	3.00	143.2620	81	.00	364	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
186	468.00	16.0860	550	550.00	8847.3000	82	82.00	530	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
187	3.00	57.0255	3	3.00	171.0765	83	.00	4	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
188	.00	37.0860	550	550.00	20397.3000	84	550.00	512	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
189	550.00	26.5965	550	550.00	14628.0750	85	.00	513	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
190	468.00	27.0585	550	468.00	14882.1750	86	.00	317	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
191	550.00	33.5790	550	550.00	18468.4500	86	.00	318	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
192	550.00	46.0635	550	550.00	25334.9250	86	.00	319	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
193	3.00	47.5440	3	3.00	142.6320	87	.00	408	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
194	3.00	43.2705	3	3.00	129.8115	87	.00	409	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
195	3.00	41.1705	3	3.00	123.5115	87	.00	410	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
196	3.00	45.4440	3	3.00	136.3320	87	.00	411	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
197	3.00	41.1705	3	3.00	123.5115	87	.00	412	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
198	3.00	39.0705	3	3.00	117.2115	87	.00	413	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
199	3.00	47.5965	3	3.00	142.7895	88	.00	427	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
200	3.00	43.3230	3	3.00	129.9690	88	.00	428	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
201	3.00	41.2230	3	3.00	123.6690	88	.00	429	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
202	3.00	45.4965	3	3.00	136.4895	88	.00	430	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
203	3.00	41.2230	3	3.00	123.6690	88	.00	431	2012-02-23 00:00:00.000	2012-02-16 00:00:00.000
204	3.00	47.4705	3	3.00	142.4115	89	.00	320	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
205	3.00	42.7980	3	3.00	128.3940	89	.00	321	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
206	60.00	25.4205	60	60.00	1525.2300	89	.00	322	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
207	3.00	43.3965	3	3.00	130.1895	90	.00	442	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
208	3.00	39.1230	3	3.00	117.3690	90	.00	443	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
209	3.00	37.0230	3	3.00	111.0690	90	.00	444	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
210	550.00	62.9895	550	550.00	34644.2250	91	.00	941	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
211	3.00	45.3705	3	3.00	136.1115	92	.00	320	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
212	3.00	40.4880	3	3.00	121.4640	92	.00	321	2012-03-08 00:00:00.000	2012-03-01 00:00:00.000
213	3.00	48.7620	3	3.00	146.2860	93	.00	504	2012-03-12 00:00:00.000	2012-03-05 00:00:00.000
214	.00	34.1880	3	3.00	102.5640	94	3.00	497	2012-03-12 00:00:00.000	2012-03-05 00:00:00.000
215	3.00	50.2635	3	3.00	150.7905	95	.00	323	2012-03-12 00:00:00.000	2012-03-05 00:00:00.000
216	468.00	10.7310	550	468.00	5902.0500	96	.00	523	2012-03-12 00:00:00.000	2012-03-05 00:00:00.000
217	550.00	14.1225	550	550.00	7767.3750	96	.00	524	2012-03-12 00:00:00.000	2012-03-05 00:00:00.000
218	60.00	50.2635	60	60.00	3015.8100	97	.00	492	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
219	60.00	57.1515	60	60.00	3429.0900	97	.00	493	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
220	60.00	53.2035	60	60.00	3192.2100	97	.00	494	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
221	60.00	63.6930	60	60.00	3821.5800	97	.00	495	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
222	60.00	48.9090	60	60.00	2934.5400	97	.00	496	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
223	550.00	40.9395	550	550.00	22516.7250	98	.00	913	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
224	550.00	21.0945	550	550.00	11601.9750	98	.00	914	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
225	550.00	30.4395	550	550.00	16741.7250	98	.00	915	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
226	550.00	40.9395	550	550.00	22516.7250	98	.00	916	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
227	60.00	9.1980	60	60.00	551.8800	99	.00	506	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
228	550.00	5.7750	550	550.00	3176.2500	100	.00	351	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
229	495.00	1.1550	550	550.00	635.2500	100	55.00	352	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
230	550.00	5.7750	550	550.00	3176.2500	100	.00	679	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
231	550.00	23.3940	550	550.00	12866.7000	101	.00	507	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
232	550.00	27.6465	550	550.00	15205.5750	101	.00	508	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
233	468.00	1.3650	550	550.00	750.7500	102	82.00	355	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
234	550.00	62.9895	550	550.00	34644.2250	102	.00	940	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
235	550.00	6.1950	550	550.00	3407.2500	103	.00	679	2012-03-22 00:00:00.000	2012-03-15 00:00:00.000
